index,name,address,category,latitude,longitude,popular_times,popular_times_Monday 0 a.m.,popular_times_Monday 1 a.m.,popular_times_Monday 2 a.m.,popular_times_Monday 3 a.m.,popular_times_Monday 4 a.m.,popular_times_Monday 5 a.m.,popular_times_Monday 6 a.m.,popular_times_Monday 7 a.m.,popular_times_Monday 8 a.m.,popular_times_Monday 9 a.m.,popular_times_Monday 10 a.m.,popular_times_Monday 11 a.m.,popular_times_Monday 0 p.m.,popular_times_Monday 1 p.m.,popular_times_Monday 2 p.m.,popular_times_Monday 3 p.m.,popular_times_Monday 4 p.m.,popular_times_Monday 5 p.m.,popular_times_Monday 6 p.m.,popular_times_Monday 7 p.m.,popular_times_Monday 8 p.m.,popular_times_Monday 9 p.m.,popular_times_Monday 10 p.m.,popular_times_Monday 11 p.m.,popular_times_Tuesday 0 a.m.,popular_times_Tuesday 1 a.m.,popular_times_Tuesday 2 a.m.,popular_times_Tuesday 3 a.m.,popular_times_Tuesday 4 a.m.,popular_times_Tuesday 5 a.m.,popular_times_Tuesday 6 a.m.,popular_times_Tuesday 7 a.m.,popular_times_Tuesday 8 a.m.,popular_times_Tuesday 9 a.m.,popular_times_Tuesday 10 a.m.,popular_times_Tuesday 11 a.m.,popular_times_Tuesday 0 p.m.,popular_times_Tuesday 1 p.m.,popular_times_Tuesday 2 p.m.,popular_times_Tuesday 3 p.m.,popular_times_Tuesday 4 p.m.,popular_times_Tuesday 5 p.m.,popular_times_Tuesday 6 p.m.,popular_times_Tuesday 7 p.m.,popular_times_Tuesday 8 p.m.,popular_times_Tuesday 9 p.m.,popular_times_Tuesday 10 p.m.,popular_times_Tuesday 11 p.m.,popular_times_Wednesday 0 a.m.,popular_times_Wednesday 1 a.m.,popular_times_Wednesday 2 a.m.,popular_times_Wednesday 3 a.m.,popular_times_Wednesday 4 a.m.,popular_times_Wednesday 5 a.m.,popular_times_Wednesday 6 a.m.,popular_times_Wednesday 7 a.m.,popular_times_Wednesday 8 a.m.,popular_times_Wednesday 9 a.m.,popular_times_Wednesday 10 a.m.,popular_times_Wednesday 11 a.m.,popular_times_Wednesday 0 p.m.,popular_times_Wednesday 1 p.m.,popular_times_Wednesday 2 p.m.,popular_times_Wednesday 3 p.m.,popular_times_Wednesday 4 p.m.,popular_times_Wednesday 5 p.m.,popular_times_Wednesday 6 p.m.,popular_times_Wednesday 7 p.m.,popular_times_Wednesday 8 p.m.,popular_times_Wednesday 9 p.m.,popular_times_Wednesday 10 p.m.,popular_times_Wednesday 11 p.m.,popular_times_Thursday 0 a.m.,popular_times_Thursday 1 a.m.,popular_times_Thursday 2 a.m.,popular_times_Thursday 3 a.m.,popular_times_Thursday 4 a.m.,popular_times_Thursday 5 a.m.,popular_times_Thursday 6 a.m.,popular_times_Thursday 7 a.m.,popular_times_Thursday 8 a.m.,popular_times_Thursday 9 a.m.,popular_times_Thursday 10 a.m.,popular_times_Thursday 11 a.m.,popular_times_Thursday 0 p.m.,popular_times_Thursday 1 p.m.,popular_times_Thursday 2 p.m.,popular_times_Thursday 3 p.m.,popular_times_Thursday 4 p.m.,popular_times_Thursday 5 p.m.,popular_times_Thursday 6 p.m.,popular_times_Thursday 7 p.m.,popular_times_Thursday 8 p.m.,popular_times_Thursday 9 p.m.,popular_times_Thursday 10 p.m.,popular_times_Thursday 11 p.m.,popular_times_Friday 0 a.m.,popular_times_Friday 1 a.m.,popular_times_Friday 2 a.m.,popular_times_Friday 3 a.m.,popular_times_Friday 4 a.m.,popular_times_Friday 5 a.m.,popular_times_Friday 6 a.m.,popular_times_Friday 7 a.m.,popular_times_Friday 8 a.m.,popular_times_Friday 9 a.m.,popular_times_Friday 10 a.m.,popular_times_Friday 11 a.m.,popular_times_Friday 0 p.m.,popular_times_Friday 1 p.m.,popular_times_Friday 2 p.m.,popular_times_Friday 3 p.m.,popular_times_Friday 4 p.m.,popular_times_Friday 5 p.m.,popular_times_Friday 6 p.m.,popular_times_Friday 7 p.m.,popular_times_Friday 8 p.m.,popular_times_Friday 9 p.m.,popular_times_Friday 10 p.m.,popular_times_Friday 11 p.m.,popular_times_Saturday 0 a.m.,popular_times_Saturday 1 a.m.,popular_times_Saturday 2 a.m.,popular_times_Saturday 3 a.m.,popular_times_Saturday 4 a.m.,popular_times_Saturday 5 a.m.,popular_times_Saturday 6 a.m.,popular_times_Saturday 7 a.m.,popular_times_Saturday 8 a.m.,popular_times_Saturday 9 a.m.,popular_times_Saturday 10 a.m.,popular_times_Saturday 11 a.m.,popular_times_Saturday 0 p.m.,popular_times_Saturday 1 p.m.,popular_times_Saturday 2 p.m.,popular_times_Saturday 3 p.m.,popular_times_Saturday 4 p.m.,popular_times_Saturday 5 p.m.,popular_times_Saturday 6 p.m.,popular_times_Saturday 7 p.m.,popular_times_Saturday 8 p.m.,popular_times_Saturday 9 p.m.,popular_times_Saturday 10 p.m.,popular_times_Saturday 11 p.m.,popular_times_Sunday 0 a.m.,popular_times_Sunday 1 a.m.,popular_times_Sunday 2 a.m.,popular_times_Sunday 3 a.m.,popular_times_Sunday 4 a.m.,popular_times_Sunday 5 a.m.,popular_times_Sunday 6 a.m.,popular_times_Sunday 7 a.m.,popular_times_Sunday 8 a.m.,popular_times_Sunday 9 a.m.,popular_times_Sunday 10 a.m.,popular_times_Sunday 11 a.m.,popular_times_Sunday 0 p.m.,popular_times_Sunday 1 p.m.,popular_times_Sunday 2 p.m.,popular_times_Sunday 3 p.m.,popular_times_Sunday 4 p.m.,popular_times_Sunday 5 p.m.,popular_times_Sunday 6 p.m.,popular_times_Sunday 7 p.m.,popular_times_Sunday 8 p.m.,popular_times_Sunday 9 p.m.,popular_times_Sunday 10 p.m.,popular_times_Sunday 11 p.m.,popular_times_Monday 12 p.m.,popular_times_Tuesday 12 p.m.,popular_times_Wednesday 12 p.m.,popular_times_Thursday 12 p.m.,popular_times_Friday 12 p.m.,popular_times_Saturday 12 p.m.,popular_times_Sunday 12 p.m.
28,Kaboom Hair Co.,"1129 W Pender St, Vancouver, BC V6E 2P4",Hair salon,49.2878805,-123.1392684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Professional Beauty,"1610 Robson St, Vancouver, BC V6G 1C7",Hair salon,49.2894629,-123.1506568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Straight and Curl Salon,"736 Granville St #620, Vancouver, BC V6Z 1G3",Hair salon,49.2819352,-123.1367125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Colourbox Hairdressing,"305 W Cordova St, Vancouver, BC V6B 1E5",Hair salon,49.2838035,-123.1273665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Axis Hair Salon,"1386 W Pender St, Vancouver, BC V6E 4S9",Beauty salon,49.2893547,-123.1453034,,None,None,None,None,None,None,None,0%,0%,0%,0%,8%,None,None,100%,62%,20%,50%,37%,95%,None,0%,0%,0%,None,None,None,None,None,None,0%,None,0%,45%,20%,4%,None,33%,None,70%,87%,0%,16%,25%,0%,None,0%,0%,None,None,None,None,None,None,0%,0%,None,62%,37%,29%,None,70%,54%,None,79%,50%,0%,0%,0%,0%,None,0%,None,None,None,None,None,None,0%,0%,0%,None,70%,16%,None,45%,91%,70%,None,58%,37%,0%,0%,0%,0%,None,None,None,None,None,None,None,0%,0%,0%,0%,None,75%,None,45%,75%,58%,58%,None,41%,16%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,4%,None,None,8%,37%,91%,37%,70%,None,25%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,4%,4%,8%,None,79%,33%,41%,79%,45%,83%,None,0%,0%,0%,0%,25%,33%,16%,25%,4%,95%,
33,Aube Hair salon,"851 Hornby St, Vancouver, BC V6Z 1T9",Hair salon,49.2893547,-123.1453034,,None,None,None,None,None,None,0%,0%,0%,0%,0%,10%,None,55%,55%,35%,65%,50%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,50%,None,30%,25%,40%,20%,30%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,45%,None,15%,35%,15%,30%,35%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,25%,None,45%,20%,65%,15%,5%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,25%,None,50%,55%,20%,80%,20%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,30%,None,35%,50%,40%,35%,100%,0%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,15%,None,40%,45%,65%,35%,35%,0%,0%,0%,0%,0%,0%,25%,5%,50%,45%,25%,55%,40%
34,Air Hair Salon,"794 Richards St, Vancouver, BC V6B 2B5",Beauty salon,49.2802479,-123.1353729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Cut My Hair Barber Shop,"530 Seymour St, Vancouver, BC V6B 1V3",Barber shop,49.2802479,-123.1353729,,None,None,None,None,None,None,0%,0%,0%,35%,29%,23%,None,5%,29%,5%,94%,29%,23%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,47%,70%,41%,None,0%,17%,29%,23%,100%,11%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,23%,41%,None,11%,5%,35%,35%,58%,64%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,5%,17%,17%,None,35%,11%,5%,29%,29%,52%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,11%,41%,None,47%,47%,29%,17%,35%,29%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,0%,5%,None,11%,58%,35%,29%,23%,47%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,29%,0%,None,17%,5%,70%,23%,29%,17%,0%,0%,0%,0%,0%,0%,29%,52%,41%,5%,35%,0%
36,All Star Barber Shop,"1610 Robson St #102, Vancouver, BC V6G 1C7",Barber shop,49.2895311,-123.150763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,M Prive Salon,"50 Powell St, Vancouver, BC V6A 1E7",Hair salon,49.2830297,-123.1211995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Regal Grooming Lounge,"415 Hornby St, Vancouver, BC V6C 2Y2",Barber shop,49.286445,-123.1343214,,None,None,None,None,None,None,None,0%,0%,19%,33%,52%,None,None,55%,61%,13%,0%,50%,0%,None,0%,0%,0%,None,None,None,None,None,None,0%,None,0%,52%,25%,52%,None,72%,None,69%,50%,11%,0%,0%,0%,None,0%,0%,None,None,None,None,None,None,0%,0%,None,8%,61%,22%,None,72%,83%,None,72%,58%,11%,0%,0%,0%,None,0%,None,None,None,None,None,None,0%,0%,0%,None,11%,77%,None,61%,72%,100%,None,55%,41%,0%,0%,0%,0%,None,None,None,None,None,None,None,0%,0%,0%,11%,None,13%,None,19%,52%,66%,86%,None,41%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,22%,27%,None,None,80%,19%,61%,72%,63%,None,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,36%,33%,None,36%,63%,11%,36%,72%,36%,None,0%,0%,0%,0%,55%,50%,55%,30%,75%,22%,
39,Davihill hair studio,"1221 Davie St, Vancouver, BC V6E 1N4",Hair salon,49.2821111,-123.1516272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Salon Origins,"1088 Hornby St, Vancouver, BC V6Z 1V6",Hair salon,49.2821111,-123.1516272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Oxford barber and hair salon,"1114 Davie St, Vancouver, BC V6E 1N1",Barber shop,49.2821111,-123.1516272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Pleasefixurhair,"475 W Georgia St. Suite 140 Buzz 140# Mezzanine Level, Vancouver, BC V6B 3A3",Hairdresser,49.2815659,-123.1332017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Style Lab Coal Harbour,"1138 W Cordova St, Vancouver, BC V6E 3T3",Hair salon,49.2815659,-123.1332017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Lure Salon,"840 Howe St, Vancouver, BC V6Z 2L2",Hairdresser,49.2815659,-123.1332017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Gilla's Hair Salon And Spa,"1086 Denman St, Vancouver, BC V6G 2M8",Hair salon,49.2883624,-123.1579004,,None,None,None,None,None,None,0%,0%,0%,100%,66%,11%,None,33%,0%,11%,22%,33%,44%,44%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,77%,33%,None,44%,44%,11%,0%,33%,11%,44%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,0%,22%,None,11%,33%,55%,44%,0%,11%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,44%,0%,22%,None,0%,22%,33%,55%,44%,11%,11%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,33%,66%,0%,None,22%,11%,33%,66%,22%,33%,22%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,11%,33%,77%,None,55%,55%,33%,11%,77%,11%,22%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,33%,22%,44%,None,0%,22%,22%,66%,11%,77%,0%,0%,0%,0%,0%,88%,0%,11%,11%,44%,0%,55%
46,Chemically Addicted Hair Inc,"1209 Bute St, Vancouver, BC V6E 2A1",Hair salon,49.2883624,-123.1579004,,None,None,None,None,None,None,0%,0%,0%,0%,53%,100%,None,53%,46%,7%,69%,23%,38%,30%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,61%,None,15%,61%,46%,0%,30%,7%,53%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,7%,7%,0%,None,38%,15%,30%,30%,7%,0%,7%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,23%,23%,None,61%,53%,15%,7%,46%,7%,0%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,0%,46%,None,0%,69%,61%,15%,0%,38%,15%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,7%,7%,None,69%,15%,76%,69%,23%,0%,46%,0%,0%,0%,0%,None,None,None,None,None,None,0%,0%,0%,0%,53%,23%,None,53%,30%,30%,38%,38%,46%,0%,0%,0%,0%,0%,15%,76%,46%,0%,61%,76%,23%
